InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID
537257,82486,2,2010-12-06 11:10,7.95,17691
537258,21034,1,2010-12-06 11:16,0.95,17227
537258,71403,1,2010-12-06 11:16,2.95,17227
537258,84375,19,2010-12-06 11:16,2.1,17227
537258,21948,6,2010-12-06 11:16,1.25,17227
537258,22909,1,2010-12-06 11:16,0.85,17227
537258,22952,5,2010-12-06 11:16,0.55,17227
537258,22907,2,2010-12-06 11:16,0.85,17227
537258,21291,32,2010-12-06 11:16,0.85,17227
537258,84380,9,2010-12-06 11:16,1.25,17227
537258,22328,16,2010-12-06 11:16,2.95,17227
537262,22197,100,2010-12-06 11:26,0.72,15039
537262,21430,24,2010-12-06 11:26,3.39,15039
537262,22890,1,2010-12-06 11:26,9.95,15039
537262,22111,12,2010-12-06 11:26,4.95,15039
537262,22158,8,2010-12-06 11:26,2.95,15039
537262,82486,2,2010-12-06 11:26,7.95,15039
537262,22795,1,2010-12-06 11:26,6.75,15039
537262,22650,1,2010-12-06 11:26,1.45,15039
537262,22644,1,2010-12-06 11:26,1.45,15039
537262,22645,1,2010-12-06 11:26,1.45,15039
537262,22646,1,2010-12-06 11:26,1.45,15039
537262,22424,2,2010-12-06 11:26,12.75,15039
537262,21907,1,2010-12-06 11:26,2.1,15039
537262,22684,2,2010-12-06 11:26,1.25,15039
537262,22683,2,2010-12-06 11:26,1.25,15039
537262,22680,2,2010-12-06 11:26,1.25,15039
537262,22685,2,2010-12-06 11:26,1.25,15039
537262,22680,2,2010-12-06 11:26,1.25,15039
537262,20675,1,2010-12-06 11:26,1.25,15039
537262,22109,1,2010-12-06 11:26,3.75,15039
537262,84985A,4,2010-12-06 11:26,1.45,15039
537262,21973,6,2010-12-06 11:26,1.45,15039
537262,84997C,2,2010-12-06 11:26,3.75,15039
537262,84997B,2,2010-12-06 11:26,3.75,15039
537262,84997A,2,2010-12-06 11:26,3.75,15039
537262,22632,3,2010-12-06 11:26,2.1,15039
537262,22633,3,2010-12-06 11:26,2.1,15039
537262,22866,4,2010-12-06 11:26,2.1,15039
537262,22834,2,2010-12-06 11:26,2.1,15039
537262,22669,2,2010-12-06 11:26,2.95,15039
537262,22867,2,2010-12-06 11:26,2.1,15039
537262,22158,8,2010-12-06 11:26,2.95,15039
537262,22114,1,2010-12-06 11:26,3.95,15039
537262,22580,2,2010-12-06 11:26,5.95,15039
537262,84406B,1,2010-12-06 11:26,3.25,15039
537262,21976,3,2010-12-06 11:26,0.55,15039
537262,85099C,10,2010-12-06 11:26,1.95,15039
537262,85099B,10,2010-12-06 11:26,1.95,15039
537262,22772,2,2010-12-06 11:26,1.25,15039
537262,22411,10,2010-12-06 11:26,1.95,15039
537262,21931,1,2010-12-06 11:26,1.95,15039
537262,21733,2,2010-12-06 11:26,2.95,15039
537262,20712,1,2010-12-06 11:26,1.95,15039
537262,21930,1,2010-12-06 11:26,1.95,15039
537262,22382,1,2010-12-06 11:26,1.65,15039
537262,71477,1,2010-12-06 11:26,3.25,15039
537262,15056N,3,2010-12-06 11:26,5.95,15039
537262,20685,1,2010-12-06 11:26,7.95,15039
537262,48111,1,2010-12-06 11:26,7.95,15039
537262,21955,1,2010-12-06 11:26,7.95,15039
537262,48138,2,2010-12-06 11:26,7.95,15039
537262,22365,1,2010-12-06 11:26,7.95,15039
537262,48188,1,2010-12-06 11:26,7.95,15039
537262,48185,1,2010-12-06 11:26,7.95,15039
537262,22414,1,2010-12-06 11:26,7.95,15039
537262,22691,1,2010-12-06 11:26,7.95,15039
537265,46000M,2,2010-12-06 11:26,1.55,15919
537265,21622,1,2010-12-06 11:26,4.95,15919
537265,22844,1,2010-12-06 11:26,8.5,15919
537265,22356,1,2010-12-06 11:26,0.85,15919
537265,47594A,1,2010-12-06 11:26,1.95,15919
537265,21260,1,2010-12-06 11:26,3.25,15919
537265,21479,1,2010-12-06 11:26,3.75,15919
537265,21154,1,2010-12-06 11:26,1.25,15919
537265,22844,1,2010-12-06 11:26,8.5,15919
537265,21291,12,2010-12-06 11:26,0.85,15919
537265,85136A,1,2010-12-06 11:26,7.95,15919
537265,79000,12,2010-12-06 11:26,0.85,15919
537265,21175,1,2010-12-06 11:26,2.1,15919
537265,22413,1,2010-12-06 11:26,2.95,15919
537265,21907,1,2010-12-06 11:26,2.1,15919
537265,21158,1,2010-12-06 11:26,1.45,15919
537265,21163,1,2010-12-06 11:26,1.45,15919
537265,21162,1,2010-12-06 11:26,1.45,15919
537265,21506,12,2010-12-06 11:26,0.42,15919
537265,21042,1,2010-12-06 11:26,5.95,15919
537265,22197,6,2010-12-06 11:26,0.85,15919
537265,22476,1,2010-12-06 11:26,4.95,15919
537265,21497,25,2010-12-06 11:26,0.42,15919
537265,22471,1,2010-12-06 11:26,4.95,15919
537265,22475,1,2010-12-06 11:26,4.95,15919
537265,22473,1,2010-12-06 11:26,4.95,15919
537265,21039,1,2010-12-06 11:26,2.55,15919
537265,22425,1,2010-12-06 11:26,4.95,15919
537265,22960,1,2010-12-06 11:26,4.25,15919
537265,84509B,2,2010-12-06 11:26,3.75,15919
537265,22962,6,2010-12-06 11:26,0.85,15919
537265,21175,1,2010-12-06 11:26,2.1,15919
537265,21499,25,2010-12-06 11:26,0.42,15919
537265,21506,12,2010-12-06 11:26,0.42,15919
537265,22960,1,2010-12-06 11:26,4.25,15919
537265,22413,1,2010-12-06 11:26,2.95,15919
537265,20752,1,2010-12-06 11:26,2.1,15919
537265,22983,12,2010-12-06 11:26,0.42,15919
537265,22485,2,2010-12-06 11:26,12.75,15919
537265,79000,12,2010-12-06 11:26,0.85,15919
537265,79000,12,2010-12-06 11:26,0.85,15919
537265,22785,1,2010-12-06 11:26,6.75,15919
537265,21163,1,2010-12-06 11:26,1.45,15919
537265,21163,1,2010-12-06 11:26,1.45,15919
537265,21470,2,2010-12-06 11:26,3.75,15919
537265,22098,3,2010-12-06 11:26,1.25,15919
537265,21500,25,2010-12-06 11:26,0.42,15919
537265,21499,25,2010-12-06 11:26,0.42,15919
537265,22197,5,2010-12-06 11:26,0.85,15919
537298,21349,4,2010-12-06 11:37,6.75,13497
537298,22121,3,2010-12-06 11:37,5.95,13497
537298,22119,3,2010-12-06 11:37,6.95,13497
537298,22086,6,2010-12-06 11:37,2.95,13497
537298,22083,6,2010-12-06 11:37,2.95,13497
537298,22592,4,2010-12-06 11:37,3.75,13497
537298,22187,4,2010-12-06 11:37,4.25,13497
537298,21014,12,2010-12-06 11:37,0.85,13497
537298,22577,12,2010-12-06 11:37,0.85,13497
537301,22470,4,2010-12-06 11:38,2.95,15860
537301,22694,4,2010-12-06 11:38,2.1,15860
537301,22752,2,2010-12-06 11:38,8.5,15860
537301,22158,3,2010-12-06 11:38,2.95,15860
537301,17003,36,2010-12-06 11:38,0.21,15860
537301,85123A,4,2010-12-06 11:38,2.95,15860
537301,84926D,1,2010-12-06 11:38,1.25,15860
537301,84926A,4,2010-12-06 11:38,1.25,15860
537301,84926D,3,2010-12-06 11:38,1.25,15860
537301,21034,1,2010-12-06 11:38,0.95,15860
537301,22231,2,2010-12-06 11:38,1.45,15860
537301,22233,2,2010-12-06 11:38,1.65,15860
537301,22449,1,2010-12-06 11:38,3.35,15860
537301,22450,2,2010-12-06 11:38,3.35,15860
537301,22451,3,2010-12-06 11:38,3.35,15860
537312,21868,72,2010-12-06 11:42,1.06,14189
537312,22192,2,2010-12-06 11:42,8.5,14189
537312,21181,12,2010-12-06 11:42,2.1,14189
537312,22083,12,2010-12-06 11:42,2.95,14189
537312,21870,72,2010-12-06 11:42,1.06,14189
537312,84755,48,2010-12-06 11:42,0.65,14189
537312,22556,12,2010-12-06 11:42,1.65,14189
537312,22620,12,2010-12-06 11:42,1.25,14189
537312,21874,12,2010-12-06 11:42,1.25,14189
537313,22699,6,2010-12-06 11:42,2.95,15304
537313,22697,6,2010-12-06 11:42,2.95,15304
537313,21843,2,2010-12-06 11:42,10.95,15304
537313,22423,4,2010-12-06 11:42,12.75,15304
537313,22784,3,2010-12-06 11:42,4.95,15304
C537314,21349,-4,2010-12-06 11:42,6.75,13497
C537320,35400,-1,2010-12-06 11:47,8.95,14867
537332,21730,6,2010-12-06 11:58,4.95,14344
537332,22424,3,2010-12-06 11:58,12.75,14344
537332,22423,2,2010-12-06 11:58,12.75,14344
537332,72760B,2,2010-12-06 11:58,9.95,14344
537332,84880,3,2010-12-06 11:58,5.95,14344
537332,22457,12,2010-12-06 11:58,2.95,14344
537332,22863,8,2010-12-06 11:58,2.95,14344
537332,82580,12,2010-12-06 11:58,0.55,14344
537332,22469,12,2010-12-06 11:58,1.65,14344
537332,85123A,24,2010-12-06 11:58,2.95,14344
537332,84971S,24,2010-12-06 11:58,0.85,14344
537332,84836,12,2010-12-06 11:58,1.25,14344
C537333,22636,-4,2010-12-06 12:00,8.5,12474
537334,22726,2,2010-12-06 12:06,3.75,16719
537334,22730,2,2010-12-06 12:06,3.75,16719
537334,22729,6,2010-12-06 12:06,3.75,16719
537334,22727,9,2010-12-06 12:06,3.75,16719
537334,85123A,6,2010-12-06 12:06,2.95,16719
537334,22461,1,2010-12-06 12:06,12.75,16719
537334,22622,1,2010-12-06 12:06,9.95,16719
537334,21830,24,2010-12-06 12:06,0.42,16719
537334,22486,2,2010-12-06 12:06,12.75,16719
537334,72801G,2,2010-12-06 12:06,1.25,16719
537334,84711A,2,2010-12-06 12:06,9.95,16719
537334,84030E,1,2010-12-06 12:06,4.25,16719
537334,84029G,1,2010-12-06 12:06,3.75,16719
537334,84029E,3,2010-12-06 12:06,3.75,16719
537334,22114,2,2010-12-06 12:06,3.95,16719
537334,21731,2,2010-12-06 12:06,1.65,16719
537334,22435,4,2010-12-06 12:06,1.25,16719
537334,22436,2,2010-12-06 12:06,0.65,16719
537334,21042,2,2010-12-06 12:06,5.95,16719
537334,21735,2,2010-12-06 12:06,12.75,16719
537334,20829,3,2010-12-06 12:06,2.1,16719
537334,84508B,1,2010-12-06 12:06,2.55,16719
537334,84507C,1,2010-12-06 12:06,2.55,16719
537334,22865,3,2010-12-06 12:06,2.1,16719
537334,22759,2,2010-12-06 12:06,1.65,16719
537334,22175,2,2010-12-06 12:06,2.95,16719
537334,22176,4,2010-12-06 12:06,2.95,16719
537334,16169N,25,2010-12-06 12:06,0.42,16719
537334,22941,1,2010-12-06 12:06,8.5,16719
537334,22086,1,2010-12-06 12:06,2.95,16719
537334,22179,4,2010-12-06 12:06,6.75,16719
537334,22468,1,2010-12-06 12:06,6.75,16719
537334,22192,1,2010-12-06 12:06,8.5,16719
537334,22193,2,2010-12-06 12:06,8.5,16719
537334,85135C,1,2010-12-06 12:06,7.95,16719
537334,85135B,1,2010-12-06 12:06,7.95,16719
537334,22891,1,2010-12-06 12:06,4.25,16719
537334,20769,3,2010-12-06 12:06,2.55,16719
537334,22747,1,2010-12-06 12:06,2.1,16719
537334,22748,1,2010-12-06 12:06,2.1,16719
537334,22746,2,2010-12-06 12:06,2.1,16719
537334,22745,2,2010-12-06 12:06,2.1,16719
537334,79321,5,2010-12-06 12:06,4.95,16719
537334,21034,2,2010-12-06 12:06,0.95,16719
537335,20757,3,2010-12-06 12:15,0.85,15048
537335,85048,3,2010-12-06 12:15,7.95,15048
537335,22694,1,2010-12-06 12:15,2.1,15048
537335,22746,1,2010-12-06 12:15,2.1,15048
537335,22745,1,2010-12-06 12:15,2.1,15048
537335,22747,1,2010-12-06 12:15,2.1,15048
537335,22748,1,2010-12-06 12:15,2.1,15048
537335,22699,2,2010-12-06 12:15,2.95,15048
537335,35597A,1,2010-12-06 12:15,1.25,15048
537335,47480,1,2010-12-06 12:15,1.65,15048
537335,20749,1,2010-12-06 12:15,7.95,15048
537335,20717,1,2010-12-06 12:15,1.25,15048
537335,22617,1,2010-12-06 12:15,4.95,15048
537335,22666,1,2010-12-06 12:15,2.95,15048
537335,84522,1,2010-12-06 12:15,1.95,15048
537335,20731,1,2010-12-06 12:15,1.25,15048
537335,22411,1,2010-12-06 12:15,1.95,15048
537335,21935,1,2010-12-06 12:15,1.65,15048
537335,22941,1,2010-12-06 12:15,8.5,15048
537335,22086,1,2010-12-06 12:15,2.95,15048
537335,35597B,1,2010-12-06 12:15,1.25,15048
537335,22186,5,2010-12-06 12:15,2.95,15048
537335,22735,1,2010-12-06 12:15,1.65,15048
537346,20685,2,2010-12-06 12:21,7.95,15301
537346,22585,24,2010-12-06 12:21,1.25,15301
537346,84879,24,2010-12-06 12:21,1.69,15301
537346,21253,6,2010-12-06 12:21,2.95,15301
537346,21366,3,2010-12-06 12:21,4.25,15301
537346,21657,6,2010-12-06 12:21,6.95,15301
537346,22809,12,2010-12-06 12:21,2.95,15301
537346,22810,12,2010-12-06 12:21,2.95,15301
537346,22044,12,2010-12-06 12:21,0.42,15301
537346,22818,12,2010-12-06 12:21,0.42,15301
537346,22731,18,2010-12-06 12:21,1.25,15301
537346,22733,18,2010-12-06 12:21,1.25,15301
537346,22732,18,2010-12-06 12:21,1.25,15301
537346,22187,4,2010-12-06 12:21,4.25,15301
537346,22589,6,2010-12-06 12:21,2.55,15301
537346,21801,36,2010-12-06 12:21,0.42,15301
537346,21802,36,2010-12-06 12:21,0.42,15301
537346,21803,36,2010-12-06 12:21,0.42,15301
537346,22154,48,2010-12-06 12:21,0.42,15301
537346,22155,48,2010-12-06 12:21,0.42,15301
537346,22571,12,2010-12-06 12:21,0.85,15301
537346,22572,12,2010-12-06 12:21,0.85,15301
537346,22694,12,2010-12-06 12:21,2.1,15301
537346,21352,4,2010-12-06 12:21,6.75,15301
537346,21351,4,2010-12-06 12:21,6.75,15301
537346,22688,4,2010-12-06 12:21,7.95,15301
537346,22923,12,2010-12-06 12:21,0.85,15301
537346,22960,6,2010-12-06 12:21,4.25,15301
537346,22961,12,2010-12-06 12:21,1.45,15301
537346,22962,12,2010-12-06 12:21,0.85,15301
537346,22963,12,2010-12-06 12:21,0.85,15301
537346,22965,6,2010-12-06 12:21,2.1,15301
537346,22966,12,2010-12-06 12:21,1.25,15301
537346,21523,2,2010-12-06 12:21,7.95,15301
537350,21682,4,2010-12-06 12:23,4.95,14708
537350,84946,12,2010-12-06 12:23,1.25,14708
537350,20975,24,2010-12-06 12:23,0.65,14708
537350,22076,12,2010-12-06 12:23,1.65,14708
537350,22622,4,2010-12-06 12:23,9.95,14708
537350,22623,6,2010-12-06 12:23,4.95,14708
537350,22551,12,2010-12-06 12:23,1.65,14708
537350,22556,12,2010-12-06 12:23,1.65,14708
537350,21137,24,2010-12-06 12:23,3.39,14708
537350,84945,192,2010-12-06 12:23,0.72,14708
537350,22533,24,2010-12-06 12:23,0.42,14708
537350,22534,24,2010-12-06 12:23,0.42,14708
537351,22215,1,2010-12-06 12:23,8.5,16898
537351,21756,1,2010-12-06 12:23,5.95,16898
537351,22985,25,2010-12-06 12:23,0.42,16898
537351,21219,10,2010-12-06 12:23,1.25,16898
537351,21843,1,2010-12-06 12:23,10.95,16898
537351,22467,2,2010-12-06 12:23,2.55,16898
537351,40016,24,2010-12-06 12:23,0.42,16898
537351,21172,1,2010-12-06 12:23,1.45,16898
537351,22456,1,2010-12-06 12:23,4.95,16898
537351,22457,1,2010-12-06 12:23,2.95,16898
537351,22121,1,2010-12-06 12:23,5.95,16898
537351,10125,1,2010-12-06 12:23,0.85,16898
537351,22331,4,2010-12-06 12:23,1.65,16898
537351,21058,4,2010-12-06 12:23,0.85,16898
537351,21481,1,2010-12-06 12:23,2.95,16898
537351,85214,1,2010-12-06 12:23,1.65,16898
537351,22198,2,2010-12-06 12:23,1.65,16898
537351,84596B,1,2010-12-06 12:23,1.25,16898
537351,84596L,1,2010-12-06 12:23,1.25,16898
537351,84596G,1,2010-12-06 12:23,1.25,16898
537351,84596E,1,2010-12-06 12:23,1.25,16898
537351,21226,1,2010-12-06 12:23,1.25,16898
537351,22219,1,2010-12-06 12:23,0.85,16898
537351,21383,2,2010-12-06 12:23,0.65,16898
537351,18007,1,2010-12-06 12:23,0.18,16898
537351,21383,2,2010-12-06 12:23,0.65,16898
537351,84341B,1,2010-12-06 12:23,0.85,16898
537351,21226,1,2010-12-06 12:23,1.25,16898
537351,22556,1,2010-12-06 12:23,1.65,16898
537351,21693,1,2010-12-06 12:23,2.95,16898
537351,84692,1,2010-12-06 12:23,0.42,16898
537351,21172,1,2010-12-06 12:23,1.45,16898
537354,85099B,6,2010-12-06 12:23,1.95,12748
537354,22385,2,2010-12-06 12:23,1.95,12748
537354,21930,2,2010-12-06 12:23,1.95,12748
537354,85099F,6,2010-12-06 12:23,1.95,12748
537354,21033,2,2010-12-06 12:23,2.95,12748
537354,22356,2,2010-12-06 12:23,0.85,12748
537354,20724,5,2010-12-06 12:23,0.85,12748
537354,22382,2,2010-12-06 12:23,1.65,12748
537354,20728,2,2010-12-06 12:23,1.65,12748
537354,20726,2,2010-12-06 12:23,1.65,12748
537354,20725,2,2010-12-06 12:23,1.65,12748
537354,22662,2,2010-12-06 12:23,1.65,12748
537354,20727,2,2010-12-06 12:23,1.65,12748
537354,22384,2,2010-12-06 12:23,1.65,12748
537354,22301,2,2010-12-06 12:23,2.55,12748
537354,22300,2,2010-12-06 12:23,2.55,12748
537354,21891,2,2010-12-06 12:23,1.25,12748
537354,21890,2,2010-12-06 12:23,2.95,12748
537354,22141,1,2010-12-06 12:23,2.1,12748
537354,22144,3,2010-12-06 12:23,2.1,12748
537354,22150,2,2010-12-06 12:23,1.95,12748
537354,21726,1,2010-12-06 12:23,0.85,12748
537354,21725,1,2010-12-06 12:23,0.85,12748
537354,21724,2,2010-12-06 12:23,0.85,12748
537354,21723,1,2010-12-06 12:23,0.85,12748
537354,21722,1,2010-12-06 12:23,0.85,12748
537354,21721,1,2010-12-06 12:23,0.85,12748
537354,21720,1,2010-12-06 12:23,0.85,12748
537354,21719,1,2010-12-06 12:23,0.85,12748
537354,22563,1,2010-12-06 12:23,1.25,12748
537354,22562,1,2010-12-06 12:23,1.25,12748
537354,22564,1,2010-12-06 12:23,1.25,12748
537354,84536A,6,2010-12-06 12:23,0.42,12748
537354,22909,4,2010-12-06 12:23,0.85,12748
537354,22348,1,2010-12-06 12:23,0.85,12748
537354,22812,2,2010-12-06 12:23,1.95,12748
537354,22733,3,2010-12-06 12:23,1.25,12748
537354,84347,4,2010-12-06 12:23,2.55,12748
537359,22086,12,2010-12-06 12:30,2.95,14825
537359,22575,16,2010-12-06 12:30,1.95,14825
537359,22784,3,2010-12-06 12:30,4.95,14825
537359,22835,4,2010-12-06 12:30,4.65,14825
537359,22926,2,2010-12-06 12:30,5.95,14825
537359,22966,12,2010-12-06 12:30,1.25,14825
537359,22637,4,2010-12-06 12:30,2.55,14825
537359,21733,6,2010-12-06 12:30,2.95,14825
537359,22080,10,2010-12-06 12:30,1.65,14825
537359,21407,3,2010-12-06 12:30,4.25,14825
537360,84946,72,2010-12-06 12:31,1.06,18113
537362,16016,2,2010-12-06 12:34,0.85,17596
537362,22360,6,2010-12-06 12:34,2.95,17596
537362,79030G,2,2010-12-06 12:34,1.65,17596
537362,22476,1,2010-12-06 12:34,4.95,17596
537362,47590B,2,2010-12-06 12:34,5.45,17596
537362,47590A,2,2010-12-06 12:34,5.45,17596
537362,17003,144,2010-12-06 12:34,0.21,17596
537362,21880,1,2010-12-06 12:34,0.65,17596
537362,79160,1,2010-12-06 12:34,2.1,17596
537362,21169,1,2010-12-06 12:34,1.69,17596
537362,20665,1,2010-12-06 12:34,2.95,17596
537362,22203,1,2010-12-06 12:34,3.75,17596
537362,84050,1,2010-12-06 12:34,1.65,17596
537362,22083,3,2010-12-06 12:34,2.95,17596
537362,21172,4,2010-12-06 12:34,1.45,17596
537362,22630,1,2010-12-06 12:34,1.95,17596
537362,22097,2,2010-12-06 12:34,1.25,17596
537362,22100,1,2010-12-06 12:34,1.25,17596
537362,21830,48,2010-12-06 12:34,0.42,17596
537362,22082,5,2010-12-06 12:34,1.65,17596
537362,22315,2,2010-12-06 12:34,1.25,17596
537362,22329,1,2010-12-06 12:34,1.65,17596
537362,21918,5,2010-12-06 12:34,0.42,17596
537362,22866,2,2010-12-06 12:34,2.1,17596
537362,22632,1,2010-12-06 12:34,2.1,17596
537362,22633,1,2010-12-06 12:34,2.1,17596
537362,72351A,1,2010-12-06 12:34,2.1,17596
537362,72351B,1,2010-12-06 12:34,2.1,17596
537362,21719,1,2010-12-06 12:34,0.85,17596
537362,16011,41,2010-12-06 12:34,0.21,17596
537362,21224,5,2010-12-06 12:34,1.25,17596
537362,21738,1,2010-12-06 12:34,2.95,17596
537362,22297,5,2010-12-06 12:34,1.25,17596
537362,22419,6,2010-12-06 12:34,0.42,17596
537362,22554,1,2010-12-06 12:34,1.65,17596
537362,20974,1,2010-12-06 12:34,0.65,17596
537362,22614,1,2010-12-06 12:34,0.29,17596
537362,22616,1,2010-12-06 12:34,0.29,17596
537362,21986,1,2010-12-06 12:34,0.29,17596
537362,84744,3,2010-12-06 12:34,1.25,17596
537362,22759,4,2010-12-06 12:34,1.65,17596
537362,22551,1,2010-12-06 12:34,1.65,17596
537362,22554,1,2010-12-06 12:34,1.65,17596
537362,22556,1,2010-12-06 12:34,1.65,17596
537362,22557,3,2010-12-06 12:34,1.65,17596
537362,22556,2,2010-12-06 12:34,1.65,17596
537362,20974,8,2010-12-06 12:34,0.65,17596
537362,21830,24,2010-12-06 12:34,0.42,17596
537362,22418,48,2010-12-06 12:34,0.85,17596
537362,84536A,64,2010-12-06 12:34,0.42,17596
537362,20975,48,2010-12-06 12:34,0.65,17596
537362,22175,1,2010-12-06 12:34,2.95,17596
537362,22176,1,2010-12-06 12:34,2.95,17596
537362,22428,1,2010-12-06 12:34,6.95,17596
537362,22424,1,2010-12-06 12:34,12.75,17596
537362,22617,1,2010-12-06 12:34,4.95,17596
537362,84879,8,2010-12-06 12:34,1.69,17596
537362,21955,1,2010-12-06 12:34,7.95,17596
537362,48173C,1,2010-12-06 12:34,7.95,17596
537362,84030E,1,2010-12-06 12:34,4.25,17596
537365,22652,10,2010-12-06 12:38,1.65,15078
537365,22423,3,2010-12-06 12:38,12.75,15078
537365,85152,12,2010-12-06 12:38,2.1,15078
537365,22381,10,2010-12-06 12:38,2.1,15078
537365,22386,10,2010-12-06 12:38,1.95,15078
537365,21930,10,2010-12-06 12:38,1.95,15078
537365,20914,6,2010-12-06 12:38,2.95,15078
537365,21931,10,2010-12-06 12:38,1.95,15078
537365,21928,10,2010-12-06 12:38,1.95,15078
537365,21175,12,2010-12-06 12:38,2.1,15078
537365,21166,12,2010-12-06 12:38,1.95,15078
537365,82600,6,2010-12-06 12:38,2.1,15078
537365,21181,12,2010-12-06 12:38,2.1,15078
537365,21080,12,2010-12-06 12:38,0.85,15078
537365,20713,10,2010-12-06 12:38,1.95,15078
537365,20711,10,2010-12-06 12:38,1.95,15078
537365,48194,2,2010-12-06 12:38,7.95,15078
537365,85099F,10,2010-12-06 12:38,1.95,15078
537365,85014B,4,2010-12-06 12:38,5.95,15078
537365,20712,10,2010-12-06 12:38,1.95,15078
537365,85099B,20,2010-12-06 12:38,1.95,15078
537366,22569,10,2010-12-06 12:39,3.75,14085
537366,22568,9,2010-12-06 12:39,3.75,14085
537366,21034,1,2010-12-06 12:39,0.95,14085
537366,22570,13,2010-12-06 12:39,3.75,14085
537366,22751,4,2010-12-06 12:39,3.75,14085
537366,22750,5,2010-12-06 12:39,3.75,14085
537366,22749,5,2010-12-06 12:39,3.75,14085
537366,22940,12,2010-12-06 12:39,4.25,14085
537366,22436,10,2010-12-06 12:39,0.65,14085
537366,22150,4,2010-12-06 12:39,1.95,14085
537366,22149,16,2010-12-06 12:39,2.1,14085
537366,22144,17,2010-12-06 12:39,2.1,14085
537367,82582,12,2010-12-06 12:39,2.1,15078
537368,20749,4,2010-12-06 12:40,7.95,14911
537368,20750,4,2010-12-06 12:40,7.95,14911
537368,22776,2,2010-12-06 12:40,9.95,14911
537368,82494L,6,2010-12-06 12:40,2.95,14911
537368,22147,12,2010-12-06 12:40,1.45,14911
537368,22150,6,2010-12-06 12:40,1.95,14911
537368,22569,8,2010-12-06 12:40,3.75,14911
537368,22570,8,2010-12-06 12:40,3.75,14911
537368,22568,4,2010-12-06 12:40,3.75,14911
537368,22210,12,2010-12-06 12:40,1.65,14911
537368,22189,8,2010-12-06 12:40,3.95,14911
537368,21648,24,2010-12-06 12:40,1.25,14911
537368,84375,12,2010-12-06 12:40,2.1,14911
537368,20975,24,2010-12-06 12:40,0.65,14911
537368,C2,1,2010-12-06 12:40,50,14911
537369,72131,1,2010-12-06 12:41,1.95,17860
537369,21693,6,2010-12-06 12:41,2.95,17860
537369,21089,2,2010-12-06 12:41,0.65,17860
537369,20751,2,2010-12-06 12:41,2.1,17860
537369,22482,3,2010-12-06 12:41,1.25,17860
537369,21985,6,2010-12-06 12:41,0.29,17860
537369,85035C,1,2010-12-06 12:41,4.25,17860
537369,21080,1,2010-12-06 12:41,0.85,17860
537369,21647,1,2010-12-06 12:41,2.1,17860
537369,47504K,1,2010-12-06 12:41,1.95,17860
537369,21647,1,2010-12-06 12:41,2.1,17860
537369,72122,1,2010-12-06 12:41,0.95,17860
537369,20752,1,2010-12-06 12:41,2.1,17860
537369,21584,2,2010-12-06 12:41,1.65,17860
537369,72807B,1,2010-12-06 12:41,4.25,17860
537369,21693,6,2010-12-06 12:41,2.95,17860
537369,22467,2,2010-12-06 12:41,2.55,17860
537369,22646,4,2010-12-06 12:41,1.45,17860
537369,22784,4,2010-12-06 12:41,4.95,17860
537369,84912A,1,2010-12-06 12:41,3.75,17860
537369,22835,1,2010-12-06 12:41,4.65,17860
537369,85099B,1,2010-12-06 12:41,1.95,17860
537369,85035A,1,2010-12-06 12:41,4.25,17860
537369,85036A,1,2010-12-06 12:41,4.25,17860
537369,84795B,4,2010-12-06 12:41,7.95,17860
537369,21930,1,2010-12-06 12:41,1.95,17860
537369,21931,1,2010-12-06 12:41,1.95,17860
537369,21928,1,2010-12-06 12:41,1.95,17860
537369,22411,1,2010-12-06 12:41,1.95,17860
537369,22728,1,2010-12-06 12:41,3.75,17860
537369,22726,1,2010-12-06 12:41,3.75,17860
537369,22558,2,2010-12-06 12:41,1.49,17860
537369,22867,1,2010-12-06 12:41,2.1,17860
537369,22632,1,2010-12-06 12:41,2.1,17860
537369,22834,1,2010-12-06 12:41,2.1,17860
537369,85034C,1,2010-12-06 12:41,4.25,17860
537369,20752,1,2010-12-06 12:41,2.1,17860
537369,20751,1,2010-12-06 12:41,2.1,17860
537369,22751,1,2010-12-06 12:41,3.75,17860
537369,22940,1,2010-12-06 12:41,4.25,17860
537369,22758,1,2010-12-06 12:41,1.25,17860
537369,22756,1,2010-12-06 12:41,1.25,17860
537369,22757,1,2010-12-06 12:41,1.25,17860
537369,22719,1,2010-12-06 12:41,1.25,17860
537369,21588,1,2010-12-06 12:41,2.55,17860
537369,21588,1,2010-12-06 12:41,2.55,17860
537369,22837,2,2010-12-06 12:41,4.65,17860
537369,47471,1,2010-12-06 12:41,0.65,17860
537369,21692,1,2010-12-06 12:41,3.75,17860
537369,47471,1,2010-12-06 12:41,0.65,17860
537369,22467,1,2010-12-06 12:41,2.55,17860
537369,21618,3,2010-12-06 12:41,3.75,17860
537369,21983,12,2010-12-06 12:41,0.29,17860
537369,22095,1,2010-12-06 12:41,1.25,17860
537369,22095,1,2010-12-06 12:41,1.25,17860
537369,85036A,2,2010-12-06 12:41,4.25,17860
537369,22730,1,2010-12-06 12:41,3.75,17860
537369,22729,1,2010-12-06 12:41,3.75,17860
537370,22549,1,2010-12-06 12:44,1.45,13155
537370,21791,1,2010-12-06 12:44,1.25,13155
537370,84569B,12,2010-12-06 12:44,1.25,13155
537370,21917,1,2010-12-06 12:44,0.42,13155
